	ChEBI	MolecularFormula	MolecularWeight	XLogP	ExactMass	MonoisotopicMass	TPSA	Complexity	Charge	HBondDonorCount	HBondAcceptorCount	RotatableBondCount	HeavyAtomCount	IsotopeAtomCount	AtomStereoCount	DefinedAtomStereoCount	UndefinedAtomStereoCount	BondStereoCount	RoleType	RoleName
1561	65025	C15H17NO8	339.3	-0.6	339.0954165	339.0954165	153.0	463.0	0.0	6.0	8.0	4.0	24.0	0.0	5.0	4.0	1.0	0.0	biological role	metabolite
1562	65026	C15H17NO8	339.3	-0.6	339.0954165	339.0954165	153.0	463.0	0.0	6.0	8.0	4.0	24.0	0.0	5.0	4.0	1.0	0.0	biological role	metabolite
1563	59783	C6H12O3	132.16	0.9	132.078644241	132.078644241	57.5	98.0	0.0	2.0	3.0	3.0	9.0	0.0	1.0	0.0	1.0	0.0	biological role	metabolite
1564	52682	C4H10O2	90.12	-0.2	90.068079557	90.068079557	40.5	28.0	0.0	2.0	2.0	2.0	6.0	0.0	1.0	0.0	1.0	0.0	biological role	metabolite
1565	65011	C10H6N2O6	250.16	-1.6	250.02258592	250.02258592	133.0	596.0	0.0	4.0	6.0	1.0	18.0	0.0	0.0	0.0	0.0	0.0	biological role	biological pigment
1566	65054	C9H8O5	196.16	0.8	196.03717335	196.03717335	76.0	229.0	0.0	2.0	5.0	2.0	14.0	0.0	1.0	0.0	1.0	0.0	biological role	metabolite
1567	4141	C6H13O9P	260.14	-4.2	260.02971899	260.02971899	157.0	277.0	0.0	6.0	9.0	3.0	16.0	0.0	5.0	4.0	1.0	0.0	biological role	metabolite
1568	17733	C6H13O9P	260.14	-4.5	260.02971899	260.02971899	165.0	263.0	0.0	6.0	9.0	7.0	16.0	0.0	4.0	4.0	0.0	0.0	biological role	metabolite
1569	65058	C5H12O2	104.15	0.3	104.083729621	104.083729621	40.5	43.0	0.0	2.0	2.0	2.0	7.0	0.0	1.0	0.0	1.0	0.0	biological role	metabolite
1570	26836	H2O4S	98.08	-1.4	97.96737971	97.96737971	83.0	81.0	0.0	2.0	4.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	chemical role	catalyst
1571	65063	C18H18N2O4	326.3	2.0	326.12665706	326.12665706	98.7	412.0	0.0	4.0	4.0	4.0	24.0	0.0	2.0	2.0	0.0	0.0	biological role	metabolite
1572	50679	C20H20N8Na2O5	498.4		498.13520433	498.13520433	216.0	693.0	0.0	3.0	12.0	7.0	35.0	0.0	1.0	1.0	0.0	0.0	biological role	EC 1.5.1.3 (dihydrofolate reductase) inhibitor
1573	28635	C7H12O5	176.17	-0.2	176.06847348	176.06847348	94.8	198.0	0.0	3.0	5.0	4.0	12.0	0.0	1.0	0.0	1.0	0.0	biological role	metabolite
1574	65083	C8H11NO2	153.18	-0.1	153.078978594	153.078978594	53.4	129.0	0.0	2.0	3.0	1.0	11.0	0.0	0.0	0.0	0.0	0.0	biological role	metabolite
1575	4208	C6H12O6	180.16	-2.6	180.0633881	180.0633881	110.0	151.0	0.0	5.0	6.0	1.0	12.0	0.0	5.0	4.0	1.0	0.0	biological role	metabolite
1576	58359	C5H10N2O3	146.14	-3.1	146.06914219	146.06914219	106.0	146.0	0.0	3.0	4.0	4.0	10.0	0.0	1.0	1.0	0.0	0.0	biological role	metabolite
1577	60630	C5H9O3-	117.12	1.1	117.055169145	117.055169145	60.4	74.0	-1.0	1.0	3.0	2.0	8.0	0.0	1.0	0.0	1.0	0.0	biological role	metabolite
1578	64390	C8H15NO3	173.21	1.0	173.10519334	173.10519334	66.4	156.0	0.0	2.0	3.0	6.0	12.0	0.0	0.0	0.0	0.0	0.0	biological role	metabolite
1579	65108	C26H48N6O15	684.7	-10.3	684.31776485	684.31776485	378.0	1050.0	0.0	14.0	19.0	15.0	47.0	0.0	16.0	16.0	0.0	0.0	biological role	antimicrobial agent
1580	64414	C9H10O6S	246.24	0.7	246.01980921	246.01980921	109.0	330.0	0.0	2.0	6.0	5.0	16.0	0.0	0.0	0.0	0.0	0.0	biological role	metabolite
1581	65110	C21H41N5O12	555.6	-7.3	555.27517176	555.27517176	312.0	772.0	0.0	12.0	16.0	10.0	38.0	0.0	15.0	15.0	0.0	0.0	biological role	antimicrobial agent
1582	65112	C21H41N5O12	555.6	-7.3	555.27517176	555.27517176	312.0	772.0	0.0	12.0	16.0	10.0	38.0	0.0	15.0	15.0	0.0	0.0	biological role	antimicrobial agent
1583	17755	C7H14N2O4S	222.26	-6.0	222.06742811	222.06742811	152.0	212.0	0.0	4.0	7.0	7.0	14.0	0.0	2.0	0.0	2.0	0.0	biological role	metabolite
1584	30653	C4H9NO3	119.12	-4.4	119.058243149	119.058243149	83.6	83.0	0.0	3.0	4.0	3.0	8.0	0.0	1.0	0.0	1.0	0.0	biological role	metabolite
1585	65120	C22H38N2O19S	666.6	-7.3	666.17894816	666.17894816	338.0	1080.0	0.0	11.0	19.0	11.0	44.0	0.0	15.0	15.0	0.0	0.0	biological role	epitope
1586	65123	C36H61N3O26	951.9	-10.6	951.35432906	951.35432906	454.0	1560.0	0.0	17.0	26.0	16.0	65.0	0.0	25.0	25.0	0.0	0.0	biological role	epitope
1587	65124	C40H67N5O26	1034.0	-11.2	1033.40742726	1033.40742726	471.0	1790.0	0.0	17.0	26.0	18.0	71.0	0.0	25.0	25.0	0.0	0.0	biological role	epitope
1588	65145	C14H25NO17S2	543.5	-6.1	543.05639068	543.05639068	302.0	900.0	0.0	8.0	17.0	9.0	34.0	0.0	10.0	10.0	0.0	0.0	biological role	epitope
1589	65146	C14H25NO20S3	623.5	-6.4	623.01320571	623.01320571	354.0	1120.0	0.0	8.0	20.0	11.0	38.0	0.0	10.0	10.0	0.0	0.0	biological role	epitope
1590	65147	C14H25NO17S2	543.5	-6.1	543.05639068	543.05639068	302.0	900.0	0.0	8.0	17.0	9.0	34.0	0.0	10.0	10.0	0.0	0.0	biological role	epitope
1591	65149	C20H35NO18S	609.6	-6.2	609.15748444	609.15748444	309.0	950.0	0.0	10.0	18.0	9.0	40.0	0.0	15.0	15.0	0.0	0.0	biological role	epitope
1592	65148	C6H12O9S	260.22	-3.0	260.02020313	260.02020313	162.0	321.0	0.0	5.0	9.0	3.0	16.0	0.0	5.0	5.0	0.0	0.0	biological role	epitope
1593	65150	C14H25NO14S	463.4	-4.6	463.09957564	463.09957564	250.0	685.0	0.0	8.0	14.0	7.0	30.0	0.0	10.0	10.0	0.0	0.0	biological role	epitope
1594	65151	C14H25NO14S	463.4	-4.6	463.09957564	463.09957564	250.0	685.0	0.0	8.0	14.0	7.0	30.0	0.0	10.0	10.0	0.0	0.0	biological role	epitope
1595	65153	C18H32O21S2	648.6	-6.6	648.08775037	648.08775037	352.0	1060.0	0.0	10.0	21.0	10.0	41.0	0.0	15.0	14.0	1.0	0.0	biological role	epitope
1596	65170	C18H32O18S	568.5	-6.2	568.13093534	568.13093534	300.0	839.0	0.0	10.0	18.0	8.0	37.0	0.0	15.0	14.0	1.0	0.0	biological role	epitope
1597	65171	C20H35NO18S	609.6	-6.2	609.15748444	609.15748444	309.0	950.0	0.0	10.0	18.0	9.0	40.0	0.0	15.0	15.0	0.0	0.0	biological role	epitope
1598	65174	C14H25NO17S2	543.5	-5.5	543.05639068	543.05639068	302.0	900.0	0.0	8.0	17.0	9.0	34.0	0.0	10.0	10.0	0.0	0.0	biological role	epitope
1599	65175	C20H35NO21S2	689.6	-6.6	689.11429947	689.11429947	361.0	1180.0	0.0	10.0	21.0	11.0	44.0	0.0	15.0	14.0	1.0	0.0	biological role	epitope
1600	65176	C20H35NO18S	609.6	-6.2	609.15748444	609.15748444	309.0	950.0	0.0	10.0	18.0	9.0	40.0	0.0	15.0	14.0	1.0	0.0	biological role	epitope
1601	65178	C14H25NO14S	463.4	-5.1	463.09957564	463.09957564	250.0	685.0	0.0	8.0	14.0	7.0	30.0	0.0	10.0	10.0	0.0	0.0	biological role	epitope
1602	65179	C12H22O14S	422.36	-5.1	422.07302654	422.07302654	241.0	579.0	0.0	8.0	14.0	6.0	27.0	0.0	10.0	10.0	0.0	0.0	biological role	epitope
1603	65181	C14H25NO17S2	543.5	-6.1	543.05639068	543.05639068	302.0	900.0	0.0	8.0	17.0	9.0	34.0	0.0	10.0	10.0	0.0	0.0	biological role	epitope
1604	65182	C14H25NO14S	463.4	-5.7	463.09957564	463.09957564	250.0	685.0	0.0	8.0	14.0	7.0	30.0	0.0	10.0	10.0	0.0	0.0	biological role	epitope
1605	65183	C14H25NO17S2	543.5	-6.1	543.05639068	543.05639068	302.0	900.0	0.0	8.0	17.0	9.0	34.0	0.0	10.0	10.0	0.0	0.0	biological role	epitope
1606	65184	C12H22O17S2	502.4	-6.1	502.02984158	502.02984158	293.0	789.0	0.0	8.0	17.0	8.0	31.0	0.0	10.0	10.0	0.0	0.0	biological role	epitope
1607	65185	C14H25NO14S	463.4	-5.7	463.09957564	463.09957564	250.0	685.0	0.0	8.0	14.0	7.0	30.0	0.0	10.0	10.0	0.0	0.0	biological role	epitope
1608	65186	C12H22O14S	422.36	-5.7	422.07302654	422.07302654	241.0	579.0	0.0	8.0	14.0	6.0	27.0	0.0	10.0	10.0	0.0	0.0	biological role	epitope
1609	43896	C6H13O9P	260.14	-4.2	260.02971899	260.02971899	157.0	277.0	0.0	6.0	9.0	3.0	16.0	0.0	5.0	5.0	0.0	0.0	biological role	epitope
1610	65188	C13H22N2O9	350.32	-3.5	350.13253028	350.13253028	186.0	500.0	0.0	7.0	9.0	6.0	24.0	0.0	6.0	6.0	0.0	0.0	biological role	epitope
1611	65189	C27H45N3O19	715.7	-7.8	715.26472621	715.26472621	353.0	1170.0	0.0	13.0	19.0	13.0	49.0	0.0	16.0	16.0	0.0	0.0	biological role	epitope
1612	65192	C56H92N4O41	1477.3	-14.5	1476.5236983	1476.5236983	716.0	2760.0	0.0	26.0	41.0	28.0	101.0	0.0	37.0	36.0	1.0	0.0	biological role	epitope
1613	65195	C18H32O18S	568.5	-6.8	568.13093534	568.13093534	300.0	839.0	0.0	10.0	18.0	8.0	37.0	0.0	15.0	14.0	1.0	0.0	biological role	epitope
1614	65197	C18H32O21S2	648.6	-7.1	648.08775037	648.08775037	352.0	1060.0	0.0	10.0	21.0	10.0	41.0	0.0	15.0	14.0	1.0	0.0	biological role	epitope
1615	65198	C20H35NO18S	609.6	-6.8	609.15748444	609.15748444	309.0	950.0	0.0	10.0	18.0	9.0	40.0	0.0	15.0	14.0	1.0	0.0	biological role	epitope
1616	61529	C12H22O10	326.3	-3.7	326.12129689	326.12129689	169.0	368.0	0.0	7.0	10.0	3.0	22.0	0.0	10.0	10.0	0.0	0.0	biological role	epitope
1617	59441	C26H45NO19	675.6	-6.9	675.25857821	675.25857821	316.0	997.0	0.0	12.0	19.0	9.0	46.0	0.0	20.0	20.0	0.0	0.0	biological role	epitope
1618	65199	C86H144N4O62	2226.1	-22.5	2224.823807	2224.823807	1010.0	4270.0	0.0	37.0	62.0	37.0	152.0	0.0	65.0	65.0	0.0	0.0	biological role	epitope
1619	65225	C26H45NO20	691.6	-6.9	691.25349282	691.25349282	337.0	1010.0	0.0	13.0	20.0	10.0	47.0	0.0	20.0	20.0	0.0	0.0	biological role	epitope
1620	62152	C20H35NO15	529.5	-5.3	529.20066941	529.20066941	257.0	731.0	0.0	10.0	15.0	7.0	36.0	0.0	15.0	15.0	0.0	0.0	biological role	epitope
1621	65242	ClNaO3	106.44		105.9433658	105.9433658	57.2	49.0	0.0	0.0	3.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	application	herbicide
1622	36373	C43H55N5O7	753.9	2.7	753.41014911	753.41014911	165.0	1570.0	0.0	5.0	10.0	7.0	55.0	0.0	9.0	9.0	0.0	0.0	application	antineoplastic agent
1623	65211	C32H64NO8P	621.8	9.1	621.436955	621.436955	111.0	705.0	0.0	0.0	8.0	32.0	42.0	0.0	1.0	1.0	0.0	0.0	biological role	LRH-1 agonist
1624	61579	C25H42N2O19	674.6	-6.7	674.23817711	674.23817711	344.0	1050.0	0.0	13.0	19.0	12.0	46.0	0.0	16.0	15.0	1.0	0.0	biological role	epitope
1625	65257	C25H42N2O19	674.6	-6.7	674.23817711	674.23817711	344.0	1050.0	0.0	13.0	19.0	12.0	46.0	0.0	16.0	16.0	0.0	0.0	biological role	epitope
1626	65269	C74H124N4O54	1933.8	-19.2	1932.7079894	1932.7079894	897.0	3610.0	0.0	33.0	54.0	33.0	132.0	0.0	55.0	55.0	0.0	0.0	biological role	epitope
1627	65276	C32H55NO25	853.8	-9.0	853.30631624	853.30631624	416.0	1310.0	0.0	16.0	25.0	13.0	58.0	0.0	25.0	25.0	0.0	0.0	biological role	epitope
1628	65278	C52H88N2O39	1365.2	-14.4	1364.496421	1364.496421	642.0	2350.0	0.0	24.0	39.0	22.0	93.0	0.0	40.0	40.0	0.0	0.0	biological role	epitope
1629	65128	C48H80N6O31	1237.2	-13.3	1236.4867998	1236.4867998	559.0	2230.0	0.0	20.0	31.0	22.0	85.0	0.0	30.0	30.0	0.0	0.0	biological role	epitope
1630	65152	C12H22O17S2	502.4	-5.5	502.02984158	502.02984158	293.0	789.0	0.0	8.0	17.0	8.0	31.0	0.0	10.0	10.0	0.0	0.0	biological role	epitope
1631	28563	C6H12O6	180.16	-2.6	180.0633881	180.0633881	110.0	151.0	0.0	5.0	6.0	1.0	12.0	0.0	5.0	5.0	0.0	0.0	biological role	epitope
1632	65245	C38H65NO30	1015.9	-11.2	1015.35913966	1015.35913966	495.0	1610.0	0.0	19.0	30.0	16.0	69.0	0.0	30.0	30.0	0.0	0.0	biological role	epitope
1633	62686	C43H72N2O33	1145.0	-12.0	1144.4017327	1144.4017327	561.0	1950.0	0.0	21.0	33.0	20.0	78.0	0.0	31.0	31.0	0.0	0.0	biological role	epitope
1634	65105	C33H53N3O25	891.8	-8.4	891.29681418	891.29681418	468.0	1590.0	0.0	17.0	25.0	19.0	61.0	0.0	18.0	18.0	0.0	0.0	biological role	epitope
1635	65308	HNOS	63.08	0.2	62.97788483	62.97788483	30.4	12.0	0.0	1.0	3.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	biological role	signalling molecule
1636	65307														0.0			0.0	application	diagnostic agent
1637	5520	C55H75N17O13	1182.3	-2.4	1181.57302551	1181.57302551	475.0	2390.0	0.0	16.0	15.0	31.0	85.0	0.0	8.0	8.0	0.0	0.0	biological role	gonadotropin releasing hormone agonist
1638	65324	C32H48N4O8	616.7	2.0	616.3472145	616.3472145	170.0	1230.0	0.0	4.0	10.0	8.0	44.0	0.0	6.0	6.0	0.0	3.0	biological role	Hsp90 inhibitor
1639	65326	C23H27N7O3S2	513.6	1.6	513.1616801	513.1616801	144.0	832.0	0.0	1.0	10.0	5.0	35.0	0.0	0.0	0.0	0.0	0.0	biological role	EC 2.7.1.137 (phosphatidylinositol 3-kinase) inhibitor
1640	65310	C13H16N6O4	320.3	-1.6	320.12330301	320.12330301	142.0	507.0	0.0	4.0	8.0	2.0	23.0	0.0	4.0	4.0	0.0	0.0	biological role	EC 2.7.1.137 (phosphatidylinositol 3-kinase) inhibitor
1641	65345	C29H35NO8	525.6	1.7	525.23626707	525.23626707	119.0	1200.0	0.0	1.0	9.0	9.0	38.0	0.0	5.0	5.0	0.0	1.0	biological role	EC 2.7.1.137 (phosphatidylinositol 3-kinase) inhibitor
1642	65349	C21H24N4O2S	396.5	2.1	396.16199719	396.16199719	129.0	467.0	0.0	4.0	6.0	9.0	28.0	0.0	1.0	1.0	0.0	0.0	biological role	beta-adrenergic agonist
1643	65352	C22H29N3O16	591.5	-5.1	591.15478185	591.15478185	306.0	1140.0	0.0	8.0	16.0	16.0	41.0	0.0	4.0	1.0	3.0	0.0	biological role	siderophore
1644	65357	C30H38O15	638.6	-1.2	638.2210705	638.2210705	226.0	968.0	0.0	8.0	15.0	6.0	45.0	0.0	12.0	12.0	0.0	0.0	biological role	metabolite
1645	65370	C42H68O13	781.0	4.3	780.46599222	780.46599222	216.0	1480.0	0.0	8.0	13.0	7.0	55.0	0.0	18.0	18.0	0.0	0.0	biological role	metabolite
1646	65486	C40H62O8	670.9	9.4	670.44446893	670.44446893	127.0	1320.0	0.0	2.0	8.0	12.0	48.0	0.0	12.0	10.0	2.0	0.0	biological role	metabolite
1647	65610	C22H18N4O4	402.4	0.8	402.13280507	402.13280507	93.5	845.0	0.0	1.0	5.0	1.0	30.0	0.0	4.0	4.0	0.0	0.0	biological role	metabolite
1648	65657	C44H72O18	889.0	0.1	888.47186544	888.47186544	276.0	1600.0	0.0	10.0	18.0	7.0	62.0	0.0	27.0	27.0	0.0	0.0	biological role	metabolite
1649	65788	C30H50O3	458.7	6.6	458.37599545	458.37599545	57.5	823.0	0.0	2.0	3.0	2.0	33.0	0.0	10.0	10.0	0.0	0.0	biological role	metabolite
1650	65830	C35H54O16	730.8	-2.3	730.34118563	730.34118563	266.0	1350.0	0.0	10.0	16.0	7.0	51.0	0.0	19.0	19.0	0.0	0.0	biological role	metabolite
1651	65968	C17H21N3O4S	363.4	1.5	363.12527733	363.12527733	129.0	548.0	0.0	4.0	5.0	5.0	25.0	0.0	3.0	3.0	0.0	0.0	biological role	metabolite
1652	66007	C16H26N2O3	294.39	-1.8	294.1943427	294.1943427	86.8	546.0	0.0	3.0	5.0	1.0	21.0	0.0	5.0	5.0	0.0	1.0	biological role	metabolite
1653	66008	C16H24N2O2	276.37	1.3	276.183778013	276.183778013	55.6	557.0	0.0	1.0	4.0	0.0	20.0	0.0	5.0	5.0	0.0	0.0	biological role	metabolite
1654	66097	C37H38O18	770.7	1.3	770.20581436	770.20581436	281.0	1380.0	0.0	9.0	18.0	11.0	55.0	0.0	10.0	10.0	0.0	1.0	biological role	metabolite
1655	66266	C18H16O8	360.3	2.6	360.08451746	360.08451746	115.0	549.0	0.0	3.0	8.0	4.0	26.0	0.0	0.0	0.0	0.0	0.0	biological role	metabolite
1656	66268	C13H8O5	244.2	2.4	244.03717335	244.03717335	87.0	344.0	0.0	3.0	5.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	biological role	metabolite
1657	540787	C15H20O3	248.32	2.0	248.1412445	248.1412445	46.5	439.0	0.0	1.0	3.0	0.0	18.0	0.0	5.0	5.0	0.0	0.0	biological role	metabolite
1658	66321	C30H48O6	504.7	4.7	504.34508925	504.34508925	118.0	963.0	0.0	5.0	6.0	2.0	36.0	0.0	13.0	13.0	0.0	0.0	biological role	metabolite
1659	66393	C16H18O3	258.31	1.8	258.125594432	258.125594432	46.5	366.0	0.0	1.0	3.0	3.0	19.0	0.0	2.0	2.0	0.0	1.0	biological role	metabolite
1660	66435	C30H38O6	494.6	6.0	494.26683893	494.26683893	99.4	806.0	0.0	4.0	6.0	5.0	36.0	0.0	4.0	4.0	0.0	1.0	biological role	metabolite
1661	66436	C30H38O5	478.6	7.0	478.27192431	478.27192431	79.2	774.0	0.0	3.0	5.0	5.0	35.0	0.0	3.0	3.0	0.0	1.0	biological role	metabolite
1662	66487	C36H58O8	618.8	5.6	618.4131688	618.4131688	126.0	1100.0	0.0	4.0	8.0	9.0	44.0	0.0	15.0	15.0	0.0	0.0	biological role	metabolite
1663	66519	C18H37NO3	315.5	3.8	315.27734404	315.27734404	86.7	259.0	0.0	4.0	4.0	15.0	22.0	0.0	3.0	3.0	0.0	1.0	biological role	metabolite
1664	66550	C56H82ClN9O17	1188.8	3.3	1187.5517199	1187.5517199	392.0	2260.0	0.0	13.0	17.0	20.0	83.0	0.0	13.0	13.0	0.0	0.0	biological role	metabolite
1665	66706	C23H24O5	380.4	4.3	380.16237386	380.16237386	54.0	602.0	0.0	0.0	5.0	6.0	28.0	0.0	0.0	0.0	0.0	1.0	biological role	metabolite
1666	66710	C13H19NO4	253.29	0.7	253.13140809	253.13140809	92.8	293.0	0.0	3.0	5.0	5.0	18.0	0.0	1.0	0.0	1.0	0.0	biological role	metabolite
1667	66742	C36H53N7O10S	775.9	0.0	775.35746209	775.35746209	258.0	1420.0	0.0	6.0	11.0	10.0	54.0	0.0	9.0	8.0	1.0	0.0	biological role	metabolite
1668	8048	C26H30O11	518.5	2.0	518.17881177	518.17881177	186.0	808.0	0.0	7.0	11.0	6.0	37.0	0.0	7.0	7.0	0.0	0.0	biological role	metabolite
1669	66810	C33H42O5	518.7	6.7	518.30322444	518.30322444	80.7	1100.0	0.0	1.0	5.0	7.0	38.0	0.0	4.0	0.0	4.0	0.0	biological role	metabolite
1670	65351	C11H15ClN+	196.69	2.7	196.0893022	196.0893022	16.6	172.0	1.0	1.0	0.0	0.0	13.0	0.0	1.0	1.0	0.0	0.0	biological role	serotonergic agonist
1671	66880	C20H25FN2O3	359.4	3.5	359.187455	359.187455	52.6	376.0	0.0	1.0	6.0	12.0	26.0	1.0	0.0	0.0	0.0	1.0	application	radioactive imaging agent
1672	66899	C25H34F2O5	452.5	4.5	452.2374305	452.2374305	76.0	614.0	0.0	2.0	7.0	13.0	32.0	0.0	4.0	4.0	0.0	2.0	biological role	prostaglandin receptor agonist
1673	66869	C6H15NO5	181.19		181.09502258	181.09502258	124.0	85.0	0.0	5.0	6.0	3.0	12.0	0.0	0.0	0.0	0.0	0.0	chemical role	buffer
1674	66913	C25H34O6	430.5	2.0	430.2355388	430.2355388	104.0	926.0	0.0	3.0	6.0	4.0	31.0	0.0	8.0	8.0	0.0	1.0	application	antineoplastic agent
1675	66872	FK	58.0967		57.96210965	57.96210965	0.0	2.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	biological role	poison
1676	66932	C6H6N4O4	198.14	1.5	198.03890469	198.03890469	130.0	235.0	0.0	2.0	6.0	1.0	14.0	0.0	0.0	0.0	0.0	0.0	application	reagent
1677	66955	C12H16O4	224.25	3.7	224.10485899	224.10485899	77.8	229.0	0.0	3.0	4.0	5.0	16.0	0.0	0.0	0.0	0.0	0.0	biological role	metabolite
1678	63233	C25H42N2O19	674.6	-7.2	674.23817711	674.23817711	344.0	1050.0	0.0	13.0	19.0	12.0	46.0	0.0	16.0	16.0	0.0	0.0	biological role	epitope
1679	67002	C25H42N2O19	674.6	-7.2	674.23817711	674.23817711	344.0	1050.0	0.0	13.0	19.0	12.0	46.0	0.0	16.0	16.0	0.0	0.0	biological role	epitope
1680	31277	C27H37FO6	476.6	3.6	476.25741706	476.25741706	101.0	957.0	0.0	2.0	7.0	7.0	34.0	0.0	8.0	8.0	0.0	0.0	application	anti-inflammatory drug
1681	66959	C12H16O4	224.25	1.7	224.10485899	224.10485899	63.6	339.0	0.0	1.0	4.0	6.0	16.0	0.0	0.0	0.0	0.0	0.0	biological role	metabolite
1682	66958	C10H14O3	182.22	2.4	182.094294304	182.094294304	46.5	251.0	0.0	1.0	3.0	4.0	13.0	0.0	0.0	0.0	0.0	0.0	biological role	metabolite
1683	67094	C28H48N2O19	716.7	-6.9	716.28512731	716.28512731	325.0	1110.0	0.0	12.0	19.0	10.0	49.0	0.0	20.0	19.0	1.0	0.0	biological role	epitope
1684	67102	C22H38N2O15	570.5	-5.8	570.22721851	570.22721851	266.0	837.0	0.0	10.0	15.0	8.0	39.0	0.0	15.0	14.0	1.0	0.0	biological role	epitope
1685	2956	C20H23N5O6S	461.5	0.1	461.13690464	461.13690464	173.0	844.0	0.0	4.0	7.0	5.0	32.0	0.0	4.0	4.0	0.0	0.0	biological role	antibacterial drug
1686	3491	C18H18N6O8S3	542.6	-1.9	542.03482507	542.03482507	264.0	999.0	0.0	4.0	13.0	9.0	35.0	0.0	3.0	3.0	0.0	0.0	biological role	antibacterial drug
1687	8232	C23H27N5O7S	517.6	0.5	517.16311939	517.16311939	182.0	982.0	0.0	3.0	8.0	6.0	36.0	0.0	4.0	4.0	0.0	0.0	biological role	antibacterial drug
1688	28971	C16H19N3O4S	349.4	-1.1	349.10962727	349.10962727	138.0	562.0	0.0	3.0	6.0	4.0	24.0	0.0	4.0	4.0	0.0	0.0	biological role	antibacterial drug
1689	7447	C21H22N2O5S	414.5	2.9	414.12494298	414.12494298	121.0	699.0	0.0	2.0	6.0	5.0	29.0	0.0	3.0	3.0	0.0	0.0	biological role	antibacterial drug
1690	3393	C17H18N2O6S	378.4	1.1	378.08855747	378.08855747	149.0	645.0	0.0	3.0	7.0	5.0	26.0	0.0	4.0	3.0	1.0	0.0	biological role	antibacterial drug
1691	9587	C15H16N2O6S2	384.4	0.8	384.04497858	384.04497858	178.0	640.0	0.0	3.0	8.0	5.0	25.0	0.0	4.0	4.0	0.0	0.0	biological role	antibacterial drug
1692	31547	C24H30O6	414.5	1.4	414.20423867	414.20423867	82.2	907.0	0.0	0.0	6.0	2.0	30.0	0.0	8.0	8.0	0.0	0.0	application	antihypertensive agent
1693	48844	C41H76N2O15	837.0	3.1	836.52456972	836.52456972	217.0	1310.0	0.0	5.0	17.0	13.0	58.0	0.0	18.0	18.0	0.0	1.0	biological role	antibacterial drug
1694	6827	C17H20N2O6S	380.4	1.2	380.10420754	380.10420754	131.0	600.0	0.0	2.0	7.0	5.0	26.0	0.0	3.0	3.0	0.0	0.0	biological role	antibacterial drug
1695	3310	C4H6CaO4	158.17		157.9891995	157.9891995	80.3	25.0	0.0	0.0	4.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	chemical role	chelator
1696	116225	C16H18N2	238.33	2.6	238.146998583	238.146998583	29.3	272.0	0.0	1.0	2.0	1.0	18.0	0.0	1.0	0.0	1.0	0.0	biological role	dopamine uptake inhibitor
1697	6919	C21H25N5O8S2	539.6	-0.2	539.11445512	539.11445512	207.0	1080.0	0.0	3.0	9.0	6.0	36.0	0.0	4.0	4.0	0.0	0.0	biological role	antibacterial drug
1698	4511	C19H17Cl2N3O5S	470.3	2.9	469.0265972	469.0265972	138.0	746.0	0.0	2.0	7.0	4.0	30.0	0.0	3.0	3.0	0.0	0.0	biological role	antibacterial drug
1699	2676	C16H19N3O5S	365.4	-2.0	365.10454189	365.10454189	158.0	590.0	0.0	4.0	7.0	4.0	25.0	0.0	4.0	4.0	0.0	0.0	biological role	antibacterial drug
1700	31444	C15H23N3O4S	341.4	1.3	341.1409274	341.1409274	138.0	559.0	0.0	3.0	6.0	3.0	23.0	0.0	3.0	3.0	0.0	0.0	biological role	antibacterial drug
1701	28572	C35H42N2O9	634.7	4.5	634.28903092	634.28903092	118.0	1080.0	0.0	1.0	10.0	11.0	46.0	0.0	6.0	6.0	0.0	1.0	application	antihypertensive agent
1702	4591	C28H46O	398.7	7.7	398.354866087	398.354866087	20.2	639.0	0.0	1.0	1.0	5.0	29.0	0.0	7.0	7.0	0.0	3.0	application	bone density conservation agent
1703	355715	C12H15NO8	301.25	-0.4	301.07976644	301.07976644	145.0	354.0	0.0	4.0	8.0	3.0	21.0	0.0	5.0	5.0	0.0	0.0	biological role	affinity label
1704	34703	C14H9ClF2N2O2	310.68	3.9	310.0320616	310.0320616	58.2	379.0	0.0	2.0	4.0	2.0	21.0	0.0	0.0	0.0	0.0	0.0	application	insect sterilant
1705	67113	C18H14BrCl2N5O2	483.1	4.8	480.97079	480.97079	88.9	586.0	0.0	2.0	4.0	4.0	28.0	0.0	0.0	0.0	0.0	0.0	biological role	ryanodine receptor agonist
1706	67096	Cl3Yb	279.4		278.845426	278.845426	0.0	0.0	0.0	0.0	3.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	application	NMR shift reagent
1707	67098	C4H14NO7P	219.13		219.05078878	219.05078878	165.0	104.0	0.0	7.0	8.0	3.0	13.0	0.0	0.0	0.0	0.0	0.0	chemical role	buffer
1708	67100	C12H26N2O10	358.34		358.15874503	358.15874503	248.0	173.0	0.0	10.0	12.0	8.0	24.0	0.0	0.0	0.0	0.0	1.0	chemical role	buffer
